Date,Category,SubCategory,Expense Amount,Account,Payee,Notes,Device
2013-02-13,"Entertainment","Mahjong","    -21.30","Cash","","",""
2013-02-13,"Entertainment","Mahjong","     -3.00","Cash","","",""
2013-02-13,"Entertainment","Mahjong","    180.40","Cash","","",""
2013-02-13,"Entertainment","Mahjong","    150.00","CIMB Saving","","",""
2013-02-14,"Entertainment","Mahjong","      6.50","Cash","","",""
2013-02-15,"Entertainment","Mahjong","     35.30","Cash","","",""
2013-02-16,"Entertainment","Mahjong","    -15.80","Cash","","",""
2013-02-17,"Entertainment","Music","    612.50","_Citiibank Platinum","","",""
2013-02-17,"Entertainment","Music","   -549.00","Cash","","",""
2013-02-18,"Entertainment","Mahjong","      4.00","Cash","","",""
2013-02-22,"Entertainment","Movies","     10.00","Cash","","",""
2013-02-23,"Entertainment","Mahjong","     53.00","Cash","","",""
2013-02-24,"Entertainment","Mahjong","      3.50","Cash","","",""
2013-02-24,"Entertainment","Movies","     50.00","Maybank Savings","","Lotus owe 50",""
2013-02-24,"Entertainment","CC","     10.00","Cash","","",""
2013-03-02,"Entertainment","CC","     10.00","Cash","","",""
2013-03-09,"Entertainment","CC","     10.00","Cash","","",""
2013-03-15,"Entertainment","Sport","    170.00","Cash","","",""
2013-03-18,"Entertainment","Movies","    -50.00","Cash","","",""
2013-03-22,"Entertainment","CC","     10.00","Cash","","",""
2013-03-23,"Entertainment","Music","    366.00","_Citiibank Platinum","","",""
2013-03-23,"Entertainment","Music","    -22.00","Cash","","",""
2013-03-23,"Entertainment","CC","     10.00","Cash","","",""
2013-03-24,"Entertainment","Music","   -122.00","Maybank Savings","","",""
2013-03-24,"Entertainment","Music","   -100.00","Maybank Savings","","",""
2013-03-30,"Entertainment","Movies","     10.00","_HLB Gsc","","",""
2013-03-30,"Entertainment","Movies","     -5.00","Cash","","",""
2013-03-30,"Entertainment","CC","     10.00","Cash","","",""
2013-03-31,"Entertainment","Movies","     11.00","_HLB Gsc","","",""
2013-04-07,"Entertainment","Movies","     27.50","_HLB Gsc","","",""
2013-04-07,"Entertainment","Movies","     -6.00","Cash","","",""
2013-04-07,"Entertainment","Movies","    -11.50","Cash","","",""
2013-04-07,"Entertainment","Movies","     -6.00","Cash","","",""
2013-04-07,"Entertainment","Music","     26.00","Cash","","",""
2013-04-13,"Entertainment","CC","     10.00","Cash","","",""
2013-04-14,"Entertainment","Movies","     33.00","_HLB Gsc","","",""
2013-04-14,"Entertainment","Movies","    -11.00","Cash","","",""
2013-04-14,"Entertainment","Movies","     -6.00","Cash","","",""
2013-04-14,"Entertainment","Movies","    -11.00","Cash","","",""
2013-04-14,"Entertainment","Sport","      2.00","Cash","","",""
2013-04-17,"Entertainment","CC","     10.00","Cash","","",""
2013-04-20,"Entertainment","CC","      4.00","Cash","","",""
2013-04-23,"Entertainment","Sport","     80.00","Cash","","",""
2013-04-24,"Entertainment","Sport","    429.00","_UOB One Platinum","","",""
2013-04-27,"Entertainment","Sport","     70.00","Cash","","",""
2013-05-01,"Entertainment","Movies","     11.00","_HLB Gsc","","",""
2013-05-02,"Entertainment","Sport","    200.00","Cash","","",""
2013-05-04,"Entertainment","CC","     10.00","Cash","","",""
2013-05-11,"Entertainment","Movies","     58.50","_HLB Gsc","","",""
2013-05-11,"Entertainment","Movies","    -43.00","Cash","","",""
2013-05-18,"Entertainment","CC","     10.00","Cash","","",""
2013-05-21,"Entertainment","Sport","    150.00","Maybank Savings","","",""
2013-05-25,"Entertainment","CC","      5.00","Cash","","",""
2013-05-27,"Entertainment","Sport","    121.00","Cash","","",""
2013-06-02,"Entertainment","Music","   -113.00","Cash","","",""
2013-06-02,"Entertainment","Music","    143.00","Maybankard Amex","","",""
2013-06-02,"Entertainment","Movies","     60.00","_HLB Gsc","","",""
2013-06-02,"Entertainment","Movies","    -40.00","Cash","","",""
2013-06-03,"Entertainment","Sport","    150.00","Cash","","",""
2013-06-08,"Entertainment","Movies","     26.00","_HLB Gsc","","",""
2013-06-08,"Entertainment","Movies","    -21.00","Cash","","",""
2013-06-09,"Entertainment","Mahjong","   1050.00","Cash","","",""
2013-06-09,"Entertainment","Mahjong","    500.00","Cash","","",""
2013-06-09,"Entertainment","Mahjong","    450.00","Cash","","",""
2013-06-14,"Entertainment","Movies","     70.00","Maybankard Amex","","",""
2013-06-14,"Entertainment","Movies","    -28.00","Cash","","",""
2013-06-22,"Entertainment","CC","      5.00","Cash","","",""
2013-06-23,"Entertainment","Sport","    150.00","Cash","","",""
2013-06-23,"Entertainment","Movies","    -28.00","Cash","","",""
2013-06-27,"Entertainment","CC","     31.80","Paypal","","",""
2013-06-27,"Entertainment","CC","     16.31","Maybankard Amex","","Homebudget app",""
2013-07-04,"Entertainment","Movies","     15.00","Cash","","",""
2013-07-07,"Entertainment","Movies","      5.00","Cash","","",""
2013-07-13,"Entertainment","Sport","    150.00","Cash","","",""
2013-07-14,"Entertainment","Music","     26.00","Cash","","",""
2013-07-21,"Entertainment","Movies","     12.00","Cash","","",""
2013-07-21,"Entertainment","Movies","     33.00","_HLB Gsc","","",""
2013-07-21,"Entertainment","Movies","    -22.00","Cash","","",""
2013-07-21,"Entertainment","CC","     10.00","Cash","","",""
2013-07-25,"Entertainment","Sport","    121.00","Cash","","",""
2013-07-26,"Entertainment","Movies","      7.00","Cash","","",""
2013-07-30,"Entertainment","Sport","    140.00","Cash","","",""
2013-08-02,"Entertainment","Sport","    105.00","Cash","","",""
2013-08-03,"Entertainment","Movies","     10.00","Cash","","",""
2013-08-03,"Entertainment","Sport","     70.00","Cash","","",""
2013-08-10,"Entertainment","CC","      5.00","Cash","","",""
2013-08-10,"Entertainment","Mahjong","    -12.00","Cash","","",""
2013-08-11,"Entertainment","Music","      8.00","Cash","","",""
2013-08-11,"Entertainment","Mahjong","     12.00","Cash","","",""
2013-08-11,"Entertainment","Mahjong","     42.00","Cash","","",""
2013-08-12,"Entertainment","Mahjong","      9.50","Cash","","",""
2013-08-16,"Entertainment","Mahjong","    -55.00","Cash","","",""
2013-08-17,"Entertainment","Mahjong","    -29.00","Cash","","",""
2013-08-18,"Entertainment","Movies","     13.50","Cash","","",""
2013-08-18,"Entertainment","Mahjong","    -20.00","Cash","","",""
2013-08-19,"Entertainment","Sport","      4.00","Cash","","",""
2013-08-23,"Entertainment","Mahjong","    -40.00","Cash","","",""
2013-08-24,"Entertainment","CC","      5.00","Cash","","",""
2013-08-25,"Entertainment","Mahjong","    -17.00","Cash","","",""
2013-08-26,"Entertainment","Mahjong","    -29.00","Cash","","",""
2013-08-28,"Entertainment","Movies","      8.00","Cash","","",""
2013-08-30,"Entertainment","Mahjong","     58.00","Cash","","",""
2013-09-01,"Entertainment","Sport","     40.00","Cash","","",""
2013-09-01,"Entertainment","Sport","     15.00","Cash","","",""
2013-09-03,"Entertainment","Sport","    150.00","Cash","","",""
2013-09-14,"Entertainment","Movies","     13.00","Cash","","",""
2013-09-14,"Entertainment","CC","     10.00","Cash","","",""
2013-09-15,"Entertainment","Sport","    815.00","Maybankard Amex","","",""
2013-09-15,"Entertainment","Sport","   -760.00","Cash","","",""
2013-10-04,"Entertainment","Movies","     11.00","Cash","","",""
2013-10-05,"Entertainment","CC","      5.00","Cash","","",""
2013-10-07,"Entertainment","Sport","    115.00","Cash","","",""
2013-10-13,"Entertainment","Movies","     10.00","Cash","","",""
2013-10-14,"Entertainment","Sport","    190.00","Cash","","",""
2013-10-19,"Entertainment","Movies","     20.00","Cash","","",""
2013-10-20,"Entertainment","Sport","    150.00","Cash","","",""
2013-10-20,"Entertainment","Sport","    200.00","Cash","","",""
2013-10-27,"Entertainment","Movies","     11.00","Cash","","",""
2013-11-01,"Entertainment","Movies","     13.50","Maybank Savings","","",""
2013-11-02,"Entertainment","Sport","     50.00","Cash","","",""
2013-11-03,"Entertainment","Music","     21.00","Cash","","",""
2013-11-10,"Entertainment","Music","     14.00","Cash","","",""
2013-11-10,"Entertainment","Sport","    130.00","Cash","","",""
2013-11-16,"Entertainment","Sport","    110.00","Cash","","",""
2013-12-07,"Entertainment","Movies","      5.00","Cash","","",""
2013-12-15,"Entertainment","Movies","     10.00","Cash","","",""
2013-12-16,"Entertainment","Sport","    180.00","Cash","","",""
2013-12-24,"Entertainment","Movies","     11.00","Maybank Savings","","",""
2013-12-24,"Entertainment","Movies","     11.00","Cash","","",""
2014-01-01,"Entertainment","Sport","     10.00","Cash","","",""
2014-01-01,"Entertainment","Sport","    135.00","Cash","","",""
2014-01-05,"Entertainment","Movies","     11.00","Cash","","",""
2014-01-22,"Entertainment","Movies","      7.00","Cash","","",""
2014-01-25,"Entertainment","Mahjong","    -15.20","Cash","","",""
2014-01-31,"Entertainment","Movies","     11.00","Cash","","",""
2014-02-02,"Entertainment","Movies","     11.00","Cash","","",""
2014-02-03,"Entertainment","Mahjong","      4.00","Cash","","",""
2014-02-05,"Entertainment","Mahjong","    -15.10","Cash","","",""
2014-02-06,"Entertainment","Sport","     95.00","Cash","","",""
2014-02-07,"Entertainment","Sport","    100.00","Cash","","",""
2014-02-08,"Entertainment","Movies","     11.00","Cash","","",""
2014-02-08,"Entertainment","Mahjong","     -5.00","Cash","","",""
2014-02-09,"Entertainment","Mahjong","    -25.00","Cash","","",""
2014-02-09,"Entertainment","Mahjong","     42.00","Cash","","",""
2014-02-15,"Entertainment","Mahjong","    -64.00","Cash","","",""
2014-02-17,"Entertainment","Sport","     50.00","Cash","","",""
2014-02-18,"Entertainment","Sport","    105.00","Cash","","",""
2014-02-20,"Entertainment","Mahjong","     15.00","Cash","","",""
2014-02-27,"Entertainment","Movies","      9.00","Cash","","",""
2014-02-28,"Entertainment","CC","     13.43","Maybankard Amex","","",""
2014-03-08,"Entertainment","Sport","     16.00","Cash","","",""
2014-03-08,"Entertainment","Sport","     50.00","Cash","","",""
2014-03-09,"Entertainment","Movies","     10.00","Cash","","",""
2014-03-14,"Entertainment","Sport","     60.00","Cash","","",""
2014-03-24,"Entertainment","Music","     78.00","OCBC Titanium","","",""
2014-03-26,"Entertainment","Sport","    141.00","Cash","","",""
2014-03-30,"Entertainment","Mahjong","     60.00","Cash","","",""
2014-04-05,"Entertainment","Sport","     60.00","Cash","","",""
2014-04-12,"Entertainment","Sport","    150.00","Cash","","",""
2014-04-14,"Entertainment","Movies","     42.00","OCBC Titanium","","",""
2014-04-19,"Entertainment","Movies","     10.00","Cash","","",""
2014-04-26,"Entertainment","Sport","     50.00","Cash","","",""
2014-04-28,"Entertainment","Movies","     37.00","Maybank Savings","","",""
2014-04-29,"Entertainment","Mahjong","     60.00","Maybank Savings","","",""
2014-05-03,"Entertainment","Sport","    168.00","_Citibank Airasia","","",""
2014-05-03,"Entertainment","Sport","     94.00","Cash","","",""
2014-05-03,"Entertainment","Sport","   -118.00","Cash","","",""
2014-05-04,"Entertainment","Movies","     10.00","Maybank Savings","","",""
2014-05-05,"Entertainment","Sport","    -28.00","Cash","","",""
2014-05-07,"Entertainment","Sport","    -20.00","Cash","","",""
2014-05-18,"Entertainment","Movies","     13.00","Cash","","",""
2014-05-29,"Entertainment","Sport","     60.00","Cash","","",""
2014-06-08,"Entertainment","Movies","     27.00","Maybank Savings","","",""
2014-06-08,"Entertainment","Sport","    130.00","Cash","","",""
2014-06-15,"Entertainment","Movies","     27.00","Maybank Savings","","",""
2014-06-15,"Entertainment","Movies","    -13.50","Cash","","",""
2014-06-17,"Entertainment","Movies","     10.00","Cash","","",""
2014-06-29,"Entertainment","Movies","     13.00","Cash","","",""
2014-07-12,"Entertainment","Movies","     27.00","Maybank Savings","","",""
2014-07-15,"Entertainment","Mahjong","    800.00","Cash","","",""
2014-07-19,"Entertainment","Sport","    100.00","Cash","","",""
2014-08-31,"Entertainment","Sport","    133.00","Cash","","",""
2014-09-07,"Entertainment","Sport","      8.00","Cash","","",""
2014-09-08,"Entertainment","Movies","     27.00","OCBC Titanium","","",""
2014-09-15,"Entertainment","Sport","    105.00","Cash","","",""
2014-09-21,"Entertainment","Sport","     32.00","Cash","","",""
2014-09-28,"Entertainment","Sport","    100.00","Cash","","",""
2014-10-18,"Entertainment","Sport","    285.00","Cash","","",""
2014-10-29,"Entertainment","Movies","     50.00","Cash","","",""
2014-11-02,"Entertainment","CC","     16.00","Cash","","",""
2014-11-05,"Entertainment","Movies","     21.00","OCBC Titanium","","",""
2014-11-07,"Entertainment","Movies","     47.00","OCBC Titanium","","",""
2014-11-30,"Entertainment","Sport","     30.00","Cash","","",""
2014-12-03,"Entertainment","Sport","    201.00","Maybank Savings","","",""
2014-12-15,"Entertainment","CC","    121.80","Maybankard Amex","","",""
2014-12-16,"Entertainment","Sport","    140.00","Cash","","",""
2014-12-20,"Entertainment","Sport","      3.00","Cash","","",""
2014-12-21,"Entertainment","Mahjong","      5.00","Cash","","",""
2014-12-24,"Entertainment","CC","    144.40","OCBC Titanium","","",""
2014-12-24,"Entertainment","CC","    -76.00","Cash","","",""
2014-12-25,"Entertainment","CC","    -49.00","Cash","","",""
2014-12-26,"Entertainment","Sport","    120.00","Cash","","",""
2015-01-07,"Entertainment","Mahjong","    300.00","Coin","","",""
2015-01-09,"Entertainment","Sport","     50.00","Cash","","",""
2015-01-11,"Entertainment","Sport","    105.00","Cash","","",""
2015-01-13,"Entertainment","Mahjong","  -1900.00","Coin","","",""
2015-01-14,"Entertainment","CC","     14.70","Maybankard Amex","","USD 3.99",""
2015-01-23,"Entertainment","Sport","      2.00","Cash","","",""
2015-01-25,"Entertainment","Sport","     10.00","Cash","","",""
2015-01-30,"Entertainment","Sport","    130.00","Cash","","",""
2015-02-01,"Entertainment","Movies","     12.00","Cash","","",""
2015-02-06,"Entertainment","Sport","    135.00","Cash","","",""
2015-02-07,"Entertainment","Movies","      2.00","Cash","","",""
2012-07-01,"Car/Auto","Auto Loan","    650.00","","","",""
2012-07-04,"Car/Auto","Maintenance","    600.00","","","",""
2012-07-05,"Car/Auto","Gasoline","     58.69","","","",""
2012-07-06,"Car/Auto","Parking / Toll","      1.00","","","",""
2012-07-07,"Car/Auto","Parking / Toll","      1.00","","","",""
2012-07-07,"Car/Auto","Gasoline","     49.88","","","",""
2012-07-10,"Car/Auto","Parking / Toll","      5.00","","","",""
2012-07-10,"Car/Auto","Parking / Toll","      1.00","","","",""
2012-07-12,"Car/Auto","Gasoline","     55.56","CIMB Platinum","","",""
2012-07-13,"Car/Auto","Parking / Toll","      1.50","Cash","","",""
2012-07-13,"Car/Auto","Parking / Toll","      8.00","Cash","","",""
2012-07-21,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2012-07-25,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2012-07-25,"Car/Auto","Gasoline","     57.00","CIMB Platinum","","",""
2012-07-27,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2012-08-01,"Car/Auto","Auto Loan","    650.00","CIMB Saving","","",""
2012-08-03,"Car/Auto","Gasoline","     56.01","CIMB Platinum","","",""
2012-08-06,"Car/Auto","Gasoline","     41.80","CIMB Platinum","","",""
2012-08-11,"Car/Auto","Gasoline","     57.00","CIMB Platinum","","",""
2012-08-17,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2012-08-18,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2012-08-18,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2012-08-18,"Car/Auto","Gasoline","     55.37","CIMB Platinum","","",""
2012-08-24,"Car/Auto","Maintenance","    580.00","Cash","","",""
2012-08-24,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2012-08-25,"Car/Auto","Auto Loan","    500.00","CIMB Platinum","","",""
2012-08-25,"Car/Auto","Gasoline","     57.00","CIMB Platinum","","",""
2012-09-01,"Car/Auto","Gasoline","     57.00","CIMB Platinum","","",""
2012-09-02,"Car/Auto","Auto Loan","    647.00","CIMB Saving","","",""
2012-09-06,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2012-09-06,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2012-09-07,"Car/Auto","Gasoline","     57.00","CIMB Platinum","","",""
2012-09-09,"Car/Auto","Gasoline","     40.53","CIMB Platinum","","",""
2012-09-09,"Car/Auto","Gasoline","    -40.00","Cash","","",""
2012-09-09,"Car/Auto","Gasoline","     39.02","CIMB Platinum","","",""
2012-09-13,"Car/Auto","Gasoline","     57.00","CIMB Platinum","","",""
2012-09-16,"Car/Auto","Parking / Toll","     10.00","Cash","","",""
2012-09-19,"Car/Auto","Gasoline","     57.00","CIMB Platinum","","",""
2012-09-19,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2012-09-21,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2012-09-24,"Car/Auto","Auto Loan","   1000.00","CIMB Platinum","","Roda bb deposit",""
2012-09-25,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2012-09-27,"Car/Auto","Gasoline","     54.09","CIMB Platinum","","",""
2012-09-28,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2012-09-29,"Car/Auto","Parking / Toll","      1.60","Cash","","",""
2012-10-02,"Car/Auto","Parking / Toll","      3.20","Cash","","",""
2012-10-05,"Car/Auto","Maintenance","     90.00","Cash","","Car inspection",""
2012-10-05,"Car/Auto","Gasoline","     30.00","CIMB Platinum","","",""
2012-10-05,"Car/Auto","Auto Loan","    210.00","Cash","","Car plate number",""
2012-10-06,"Car/Auto","Auto Loan","   -485.00","CIMB Saving","","Benson car deposit refund",""
2012-10-06,"Car/Auto","Gasoline","     10.00","CIMB Platinum","","",""
2012-10-07,"Car/Auto","Gasoline","     20.00","CIMB Platinum","","",""
2012-10-07,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2012-10-07,"Car/Auto","Parking / Toll","     10.00","Cash","","",""
2012-10-10,"Car/Auto","Gasoline","     10.01","CIMB Platinum","","",""
2012-10-10,"Car/Auto","Maintenance","     10.00","Cash","","",""
2012-10-18,"Car/Auto","Parking / Toll","      1.50","Cash","","",""
2012-10-18,"Car/Auto","Auto Loan","  10980.00","Maybank Savings","Car Loan","Honda downpayment",""
2012-10-24,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2012-10-24,"Car/Auto","Maintenance","    300.00","_Citiibank Platinum","","Car tint",""
2012-10-25,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2012-10-25,"Car/Auto","Gasoline","     79.99","_Citiibank Platinum","","",""
2012-10-25,"Car/Auto","Parking / Toll","      0.60","Coin","","",""
2012-10-26,"Car/Auto","Gasoline","     15.03","_Citiibank Platinum","","",""
2012-10-26,"Car/Auto","Maintenance","    250.00","Cash","","Car rental",""
2012-10-27,"Car/Auto","Gasoline","     10.00","_Citiibank Platinum","","",""
2012-10-28,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2012-10-28,"Car/Auto","Maintenance","    -50.00","Cash","","Car rental deposit",""
2012-10-31,"Car/Auto","Maintenance","    300.00","_Citiibank Platinum","","Car tint",""
2012-11-01,"Car/Auto","Maintenance","     10.00","Cash","","",""
2012-11-02,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2012-11-03,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2012-11-04,"Car/Auto","Gasoline","     80.01","_Citiibank Platinum","","",""
2012-11-07,"Car/Auto","Auto Loan","   1491.00","CIMB Saving","Car Loan","",""
2012-11-08,"Car/Auto","Maintenance","     20.00","Cash","","",""
2012-11-08,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2012-11-11,"Car/Auto","Gasoline","     80.01","_Citiibank Platinum","","",""
2012-11-11,"Car/Auto","Gasoline","    -80.00","Cash","","",""
2012-11-23,"Car/Auto","Gasoline","     84.06","_Citiibank Platinum","","",""
2012-11-25,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2012-11-26,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2012-11-26,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2012-12-06,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2012-12-07,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2012-12-08,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2012-12-08,"Car/Auto","Gasoline","     10.00","Cash","","",""
2012-12-09,"Car/Auto","Gasoline","     81.00","Maybankard Amex","","",""
2012-12-10,"Car/Auto","Auto Loan","   1491.00","CIMB Saving","Car Loan","",""
2012-12-11,"Car/Auto","Parking / Toll","     12.00","Cash","","",""
2012-12-15,"Car/Auto","Parking / Toll","      3.70","Cash","","",""
2012-12-15,"Car/Auto","Parking / Toll","     20.00","Cash","","",""
2012-12-15,"Car/Auto","Parking / Toll","      3.20","Cash","","",""
2012-12-15,"Car/Auto","Parking / Toll","      1.60","Cash","","",""
2012-12-16,"Car/Auto","Maintenance","     30.00","Cash","","Wax",""
2012-12-18,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2012-12-19,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2012-12-20,"Car/Auto","Gasoline","     85.56","SCB visa","","",""
2012-12-24,"Car/Auto","Parking / Toll","      4.50","Cash","","",""
2012-12-26,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2012-12-28,"Car/Auto","Gasoline","     81.82","SCB visa","","",""
2012-12-28,"Car/Auto","Auto Loan","   -928.34","CIMB Saving","","Ncb refund",""
2012-12-30,"Car/Auto","Parking / Toll","     10.00","Cash","","",""
2012-12-31,"Car/Auto","Maintenance","    285.00","SCB visa","Honda","",""
2013-01-08,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-01-10,"Car/Auto","Maintenance","     10.00","Cash","","",""
2013-01-11,"Car/Auto","Gasoline","      5.01","SCB visa","","",""
2013-01-12,"Car/Auto","Parking / Toll","     15.00","Cash","","",""
2013-01-14,"Car/Auto","Auto Loan","   1491.00","CIMB Saving","Car Loan","",""
2013-01-18,"Car/Auto","Gasoline","     83.62","SCB visa","","",""
2013-01-19,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-01-19,"Car/Auto","Maintenance","      8.00","Cash","","",""
2013-01-21,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-01-24,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-01-28,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-01-29,"Car/Auto","Gasoline","     82.06","SCB visa","","",""
2013-01-31,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-02-01,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-02-04,"Car/Auto","Parking / Toll","      0.20","Cash","","",""
2013-02-07,"Car/Auto","Maintenance","      9.00","Cash","","",""
2013-02-08,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-02-12,"Car/Auto","Gasoline","     77.26","SCB visa","","",""
2013-02-12,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-02-12,"Car/Auto","Parking / Toll","     10.00","Cash","","",""
2013-02-16,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-02-17,"Car/Auto","Auto Loan","   1491.00","CIMB Saving","Car Loan","",""
2013-02-23,"Car/Auto","Maintenance","    157.00","_Citiibank Platinum","","License renewal",""
2013-02-24,"Car/Auto","Maintenance","    -50.00","Cash","","",""
2013-02-24,"Car/Auto","Maintenance","    100.00","_Citiibank Platinum","","",""
2013-03-01,"Car/Auto","Gasoline","     83.80","SCB visa","","",""
2013-03-02,"Car/Auto","Maintenance","    120.00","Cash","","",""
2013-03-06,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-03-09,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2013-03-17,"Car/Auto","Gasoline","     83.00","_HLB Wise Card","","",""
2013-03-18,"Car/Auto","Auto Loan","   1491.00","CIMB Saving","Car Loan","",""
2013-03-22,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-03-26,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-03-27,"Car/Auto","Maintenance","     10.00","Cash","","",""
2013-03-30,"Car/Auto","Parking / Toll","      1.60","Coin","","",""
2013-03-30,"Car/Auto","Parking / Toll","      3.20","Coin","","",""
2013-03-31,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2013-04-01,"Car/Auto","Gasoline","     80.21","_HLB Wise Card","","",""
2013-04-02,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-04-05,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-04-07,"Car/Auto","Parking / Toll","     10.00","Cash","","",""
2013-04-07,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-04-13,"Car/Auto","Maintenance","     10.00","Cash","","",""
2013-04-17,"Car/Auto","Auto Loan","   1491.00","CIMB Saving","Car Loan","",""
2013-04-24,"Car/Auto","Parking / Toll","      1.00","Coin","","",""
2013-05-01,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2013-05-02,"Car/Auto","Gasoline","     82.83","_HLB Wise Card","","",""
2013-05-06,"Car/Auto","Maintenance","     10.00","Cash","","",""
2013-05-07,"Car/Auto","Maintenance","    261.35","_UOB One Platinum","Honda","",""
2013-05-08,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-05-13,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-05-13,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-05-14,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-05-15,"Car/Auto","Gasoline","     86.06","_HLB Wise Card","","",""
2013-05-17,"Car/Auto","Auto Loan","   1491.00","CIMB Saving","Car Loan","",""
2013-05-19,"Car/Auto","Parking / Toll","     10.00","Cash","","",""
2013-05-21,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-05-24,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2013-05-26,"Car/Auto","Gasoline","     78.00","Maybankard Amex","","",""
2013-06-01,"Car/Auto","Maintenance","     52.00","_UOB One Platinum","","",""
2013-06-02,"Car/Auto","Parking / Toll","      2.00","Coin","","",""
2013-06-06,"Car/Auto","Gasoline","     82.82","_HLB Wise Card","","",""
2013-06-08,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2013-06-12,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-06-13,"Car/Auto","Maintenance","   1350.00","_UOB One Platinum","","",""
2013-06-14,"Car/Auto","Gasoline","     82.00","_HLB Wise Card","","",""
2013-06-14,"Car/Auto","Auto Loan","   1491.00","CIMB Saving","Car Loan","",""
2013-06-22,"Car/Auto","Parking / Toll","      3.20","Coin","","",""
2013-06-22,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-06-26,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-06-29,"Car/Auto","Gasoline","     51.01","_HLB Wise Card","","",""
2013-06-29,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-06-30,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-07-01,"Car/Auto","Gasoline","     80.00","_HLB Wise Card","","",""
2013-07-01,"Car/Auto","Gasoline","     35.01","_HLB Wise Card","","",""
2013-07-04,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-07-05,"Car/Auto","Parking / Toll","     11.00","Cash","","",""
2013-07-09,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-07-10,"Car/Auto","Parking / Toll","      1.60","Coin","","",""
2013-07-14,"Car/Auto","Maintenance","     70.00","_UOB One Platinum","","",""
2013-07-15,"Car/Auto","Auto Loan","   1491.00","Maybank Savings","Car Loan","",""
2013-07-18,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-07-21,"Car/Auto","Gasoline","     82.70","Maybankard Amex","","",""
2013-07-21,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2013-07-22,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
