Date,Category,SubCategory,Expense Amount,Account,Payee,Notes,Device
2013-07-23,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-07-24,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-07-25,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-07-27,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2013-07-27,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-07-28,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-07-30,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-07-30,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-08-01,"Car/Auto","Gasoline","     85.00","_HLB Wise Card","","",""
2013-08-01,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-08-02,"Car/Auto","Parking / Toll","     31.00","Cash","","",""
2013-08-03,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-08-03,"Car/Auto","Gasoline","     77.77","_HLB Wise Card","","",""
2013-08-03,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-08-03,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-08-03,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-08-08,"Car/Auto","Parking / Toll","      8.00","Cash","","",""
2013-08-10,"Car/Auto","Maintenance","      8.00","Cash","","",""
2013-08-14,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-08-15,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-08-16,"Car/Auto","Auto Loan","   1491.00","Maybank Savings","Car Loan","",""
2013-08-19,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-08-20,"Car/Auto","Gasoline","     82.35","_HLB Wise Card","","",""
2013-08-24,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2013-08-27,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-08-28,"Car/Auto","Parking / Toll","      0.60","Coin","","",""
2013-08-28,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-08-30,"Car/Auto","Parking / Toll","      6.00","Cash","","",""
2013-08-31,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-09-02,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-09-05,"Car/Auto","Gasoline","     91.88","OCBC Titanium","","",""
2013-09-06,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-09-06,"Car/Auto","Maintenance","     10.00","Cash","","",""
2013-09-06,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-09-09,"Car/Auto","Parking / Toll","      1.50","Cash","","",""
2013-09-12,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-09-15,"Car/Auto","Parking / Toll","      6.00","Cash","","",""
2013-09-16,"Car/Auto","Auto Loan","   1491.00","CIMB Saving","Car Loan","",""
2013-09-20,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-09-21,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-09-22,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-09-22,"Car/Auto","Parking / Toll","     12.00","Cash","","Myrapid",""
2013-09-23,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-09-28,"Car/Auto","Maintenance","     30.00","HSBC Visa Signature","","",""
2013-10-02,"Car/Auto","Parking / Toll","      6.00","Cash","","",""
2013-10-03,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-10-06,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-10-07,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-10-08,"Car/Auto","Gasoline","      8.04","SCB visa","","",""
2013-10-09,"Car/Auto","Gasoline","     20.80","_UOB One Platinum","","",""
2013-10-10,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2013-10-13,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-10-14,"Car/Auto","Auto Loan","   1491.00","Maybank Savings","Car Loan","",""
2013-10-14,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-10-15,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2013-10-20,"Car/Auto","Gasoline","     92.15","Maybankard Amex","","",""
2013-10-20,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-10-20,"Car/Auto","Parking / Toll","      1.50","Coin","","",""
2013-10-21,"Car/Auto","Parking / Toll","      2.00","Coin","","",""
2013-10-21,"Car/Auto","Maintenance","     92.00","Cash","","",""
2013-10-21,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-10-21,"Car/Auto","Parking / Toll","      2.70","Cash","","",""
2013-10-23,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-10-23,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-10-25,"Car/Auto","Parking / Toll","      1.85","Cash","","",""
2013-10-25,"Car/Auto","Parking / Toll","     20.00","Cash","","",""
2013-10-27,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-10-27,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-10-30,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2013-10-31,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-11-01,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-11-02,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2013-11-03,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-11-03,"Car/Auto","Gasoline","     87.00","Maybankard Amex","","",""
2013-11-04,"Car/Auto","Parking / Toll","      0.50","Coin","","",""
2013-11-06,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-11-08,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-11-08,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-11-09,"Car/Auto","Maintenance","    555.80","HSBC Visa Signature","Honda","",""
2013-11-14,"Car/Auto","Auto Loan","   1491.00","CIMB Saving","Car Loan","",""
2013-11-15,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-11-16,"Car/Auto","Gasoline","     93.10","Maybankard Amex","","",""
2013-11-16,"Car/Auto","Parking / Toll","     30.00","Cash","","",""
2013-11-16,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-11-18,"Car/Auto","Parking / Toll","     10.40","Cash","","",""
2013-11-19,"Car/Auto","Parking / Toll","      7.00","Cash","","",""
2013-11-19,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-11-21,"Car/Auto","Parking / Toll","     10.00","Cash","","",""
2013-11-22,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-11-22,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2013-11-23,"Car/Auto","Parking / Toll","     82.00","Cash","","",""
2013-11-25,"Car/Auto","Parking / Toll","      6.00","Cash","","",""
2013-11-28,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2013-12-01,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2013-12-02,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-12-02,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2013-12-07,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2013-12-07,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2013-12-11,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-12-13,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2013-12-13,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-12-13,"Car/Auto","Parking / Toll","      0.50","Cash","","",""
2013-12-15,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2013-12-15,"Car/Auto","Maintenance","     50.00","HSBC Visa Signature","","",""
2013-12-16,"Car/Auto","Auto Loan","   1491.00","Maybank Savings","Car Loan","",""
2013-12-18,"Car/Auto","Gasoline","     91.83","OCBC Titanium","","",""
2013-12-18,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2013-12-23,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2013-12-23,"Car/Auto","Parking / Toll","      8.00","Cash","","",""
2013-12-24,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2013-12-28,"Car/Auto","Parking / Toll","      4.50","Cash","","",""
2014-01-01,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2014-01-02,"Car/Auto","Parking / Toll","      1.70","Coin","","",""
2014-01-02,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-01-03,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-01-06,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-01-07,"Car/Auto","Gasoline","     92.02","Maybankard Amex","","",""
2014-01-07,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2014-01-08,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-01-09,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-01-10,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-01-13,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-01-14,"Car/Auto","Auto Loan","   1491.00","Maybank Savings","Car Loan","",""
2014-01-14,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-01-15,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-01-16,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-01-16,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2014-01-17,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-01-18,"Car/Auto","Maintenance","     28.00","Cash","","",""
2014-01-18,"Car/Auto","Parking / Toll","     20.00","Cash","","",""
2014-01-20,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-01-22,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-01-22,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2014-01-24,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-01-25,"Car/Auto","Parking / Toll","      1.30","Coin","","",""
2014-01-26,"Car/Auto","Maintenance","     50.00","OCBC Titanium","","",""
2014-01-26,"Car/Auto","Gasoline","     92.18","Maybankard Amex","","",""
2014-02-02,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2014-02-05,"Car/Auto","Parking / Toll","     11.00","Cash","","",""
2014-02-06,"Car/Auto","Parking / Toll","      9.00","Cash","","",""
2014-02-07,"Car/Auto","Parking / Toll","     23.00","Cash","","",""
2014-02-08,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2014-02-11,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-02-12,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-02-13,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-02-14,"Car/Auto","Auto Loan","   1491.00","Maybank Savings","Car Loan","",""
2014-02-14,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-02-17,"Car/Auto","Parking / Toll","     10.00","Cash","","",""
2014-02-17,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-02-18,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-02-19,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-02-20,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-02-22,"Car/Auto","Gasoline","     93.00","Maybankard Amex","","",""
2014-02-22,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-02-22,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2014-02-22,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2014-02-24,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-02-25,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-02-26,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-02-27,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2014-02-27,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-02-28,"Car/Auto","Parking / Toll","     15.00","Cash","","",""
2014-02-28,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-03-03,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-03-04,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-03-05,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-03-06,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-03-07,"Car/Auto","Parking / Toll","      6.00","Cash","","",""
2014-03-08,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2014-03-09,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2014-03-10,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-03-14,"Car/Auto","Auto Loan","   1491.00","Maybank Savings","Car Loan","",""
2014-03-14,"Car/Auto","Parking / Toll","     12.00","Cash","","",""
2014-03-16,"Car/Auto","Gasoline","     95.21","Maybankard Amex","","",""
2014-03-16,"Car/Auto","Parking / Toll","     15.00","Cash","","",""
2014-03-18,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-03-19,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2014-03-20,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2014-03-21,"Car/Auto","Gasoline","     93.21","Maybankard Amex","","",""
2014-03-21,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2014-03-23,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2014-03-24,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2014-03-25,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2014-03-28,"Car/Auto","Parking / Toll","     20.06","Maybankard Amex","","",""
2014-03-29,"Car/Auto","Gasoline","     91.01","Maybankard Amex","","",""
2014-03-30,"Car/Auto","Gasoline","     91.01","Maybankard Amex","","",""
2014-04-01,"Car/Auto","Maintenance","     10.00","Cash","","",""
2014-04-01,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2014-04-02,"Car/Auto","Parking / Toll","      6.00","Cash","","",""
2014-04-03,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2014-04-06,"Car/Auto","Parking / Toll","     15.00","Cash","","",""
2014-04-08,"Car/Auto","Gasoline","     92.36","Maybankard Amex","","",""
2014-04-08,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2014-04-09,"Car/Auto","Gasoline","     80.00","Cash","","",""
2014-04-14,"Car/Auto","Auto Loan","   1491.00","Maybank Savings","Car Loan","",""
2014-04-14,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2014-04-15,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-04-16,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-04-17,"Car/Auto","Maintenance","      9.00","Cash","","",""
2014-04-19,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2014-04-20,"Car/Auto","Gasoline","     78.85","Maybankard Amex","","",""
2014-04-20,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2014-04-21,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2014-04-23,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2014-04-24,"Car/Auto","Parking / Toll","      6.00","Cash","","",""
2014-04-24,"Car/Auto","Parking / Toll","     21.00","Cash","","",""
2014-04-26,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-05-03,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2014-05-04,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2014-05-04,"Car/Auto","Maintenance","      8.00","Cash","","",""
2014-05-04,"Car/Auto","Gasoline","     90.93","Maybankard Amex","","",""
2014-05-07,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2014-05-10,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2014-05-14,"Car/Auto","Auto Loan","   1491.00","Maybank Savings","Car Loan","",""
2014-05-16,"Car/Auto","Parking / Toll","     10.00","Cash","","",""
2014-05-17,"Car/Auto","Maintenance","    647.05","OCBC Titanium","Honda","",""
2014-05-18,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2014-05-19,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2014-05-21,"Car/Auto","Gasoline","    134.14","Maybankard Amex","","",""
2014-05-24,"Car/Auto","Gasoline","     79.56","Maybankard Amex","","",""
2014-05-27,"Car/Auto","Parking / Toll","     30.00","Cash","","",""
2014-05-29,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2014-05-29,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2014-05-30,"Car/Auto","Parking / Toll","      0.60","Cash","","",""
2014-05-31,"Car/Auto","Parking / Toll","      6.40","Coin","","",""
2014-06-02,"Car/Auto","Parking / Toll","      3.20","Coin","","",""
2014-06-04,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2014-06-06,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2014-06-07,"Car/Auto","Gasoline","     96.56","Maybankard Amex","","",""
2014-06-07,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2014-06-07,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-06-08,"Car/Auto","Parking / Toll","      5.00","Cash","","",""
2014-06-08,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2014-06-12,"Car/Auto","Parking / Toll","      6.00","Cash","","",""
2014-06-13,"Car/Auto","Auto Loan","   1491.00","Maybank Savings","Car Loan","",""
2014-06-14,"Car/Auto","Gasoline","     75.01","Maybankard Amex","","",""
2014-06-15,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
2014-06-21,"Car/Auto","Parking / Toll","     11.00","Cash","","",""
2014-06-24,"Car/Auto","Parking / Toll","      8.00","Cash","","",""
2014-06-24,"Car/Auto","Parking / Toll","      1.00","Cash","","",""
2014-06-24,"Car/Auto","Parking / Toll","      3.20","Coin","","",""
2014-06-29,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2014-06-30,"Car/Auto","Parking / Toll","      9.90","Coin","","",""
2014-07-01,"Car/Auto","Gasoline","     90.07","Maybankard Amex","","",""
2014-07-01,"Car/Auto","Parking / Toll","      3.20","Coin","","",""
2014-07-04,"Car/Auto","Parking / Toll","     -1.00","Cash","","",""
2014-07-04,"Car/Auto","Parking / Toll","     15.00","Cash","","",""
2014-07-07,"Car/Auto","Parking / Toll","     15.00","Cash","","",""
2014-07-08,"Car/Auto","Parking / Toll","      4.00","Cash","","",""
2014-07-12,"Car/Auto","Maintenance","   1537.00","OCBC Titanium","","",""
2014-07-13,"Car/Auto","Gasoline","     82.50","Maybankard Amex","","",""
2014-07-13,"Car/Auto","Maintenance","      9.00","Cash","","",""
2014-07-14,"Car/Auto","Auto Loan","   1491.00","Maybank Savings","Car Loan","",""
2014-07-15,"Car/Auto","Parking / Toll","     10.00","Cash","","",""
2014-07-15,"Car/Auto","Parking / Toll","      3.00","Cash","","",""
2014-07-15,"Car/Auto","Parking / Toll","      2.00","Cash","","",""
